Edad,Genero,Nivel_Educativo,Titulo_Del_Trabajo,Años_De_Experiencia,Salario
43,Hombre,Otro,Cientifico de Datos,16,160000.0
29,Otro,Titulo de Licenciatura,Desarrollador de Software,5,80000.0
40,Hombre,Otro,Cientifico de Datos,15,150000.0
26,Otro,Titulo de Licenciatura,Desarrollador de Software Junior,2,35000.0
34,Hombre,Titulo de Licenciatura,Ingeniero de Software,6,85000.0
31,Mujer,Titulo de Maestria,Gerente de Marketing,4,62000.0
41,Hombre,Doctorado,Cientifico de Datos,13,138000.0
27,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,2,47000.0
25,Hombre,Escuela Secundaria,Asociado de Ventas Junior,0,26000.0
33,Mujer,Titulo de Maestria,Desarrollador de Software,8,95000.0
45,Hombre,Titulo de Licenciatura,Gerente de Operaciones,19,174000.0
42,Hombre,Doctorado,Cientifico de Datos,16,162000.0
34,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,9,99000.0
23,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
36,Mujer,Titulo de Maestria,Gerente de Marketing,11,117000.0
50,Hombre,Doctorado,Otro,23,225000.0
27,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,36000.0
43,Otro,Titulo de Maestria,Gerente de Recursos Humanos,14,146000.0
37,Hombre,Titulo de Licenciatura,Gerente de Operaciones,10,113000.0
29,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
44,Hombre,Doctorado,Cientifico de Datos,17,168000.0
30,Hombre,Titulo de Licenciatura,Desarrollador de Software,6,85000.0
40,Mujer,Titulo de Maestria,Coordinador de Marketing,12,122000.0
33,Hombre,Titulo de Licenciatura,Gerente de Operaciones,7,96000.0
29,Otro,Titulo de Maestria,Coordinador de Recursos Humanos,0,49000.0
43,Hombre,Doctorado,Cientifico de Datos,16,162000.0
50,Hombre,Doctorado,Cientifico de Datos,23,225000.0
43,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,14,146000.0
37,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,113000.0
44,Hombre,Doctorado,Otro,17,168000.0
29,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,0,49000.0
30,Hombre,Titulo de Licenciatura,Ingeniero de Software,5,75000.0
27,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,36000.0
29,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,3,49000.0
27,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,2,36000.0
33,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,96000.0
29,Mujer,Titulo de Maestria,Otro,3,49000.0
30,Hombre,Titulo de Licenciatura,Otro,5,75000.0
50,Otro,Doctorado,Cientifico de Datos,23,225000.0
33,Hombre,Otro,Gerente de Operaciones,7,96000.0
29,Mujer,Titulo de Maestria,bbb,3,49000.0
43,Hombre,Otro,Cientifico de Datos,16,162000.0
30,Otro,Titulo de Licenciatura,Ingeniero de Software,0,75000.0
37,Otro,Titulo de Licenciatura,Gerente de Operaciones,10,113000.0
33,Hombre,Titulo de Licenciatura,Otro,7,96000.0
36,Mujer,Otro,Gerente de Marketing,11,117000.0
29,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
50,Hombre,Otro,Cientifico de Datos,23,225000.0
28,Mujer,Titulo de Licenciatura,bbb,2,41000.0
24,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
31,Mujer,Titulo de Maestria,Gerente de Marketing,5,68000.0
39,Hombre,Titulo de Licenciatura,Gerente de Operaciones,13,127000.0
25,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos,2,47000.0
41,Hombre,Doctorado,Cientifico de Datos,15,155000.0
35,Mujer,Titulo de Licenciatura,Gerente de Recursos Humanos,8,92000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
37,Mujer,Titulo de Maestria,Gerente de Marketing,12,125000.0
29,Hombre,Titulo de Licenciatura,Ingeniero de Software,4,71000.0
51,Hombre,Doctorado,Cientifico de Datos,24,240000.0
28,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,36000.0
44,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,15,152000.0
38,Hombre,Titulo de Licenciatura,Gerente de Operaciones,11,119000.0
30,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
31,Hombre,Titulo de Licenciatura,Desarrollador de Software,6,85000.0
41,Mujer,Titulo de Maestria,Coordinador de Marketing,13,131000.0
34,Hombre,Titulo de Licenciatura,Gerente de Operaciones,8,101000.0
44,Hombre,Doctorado,Cientifico de Datos,18,182000.0
26,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,26000.0
37,Mujer,Otro,Gerente de Marketing,12,125000.0
51,Otro,Doctorado,Cientifico de Datos,24,240000.0
28,Otro,Titulo de Licenciatura,Desarrollador de Software Junior,2,36000.0
30,Mujer,Escuela Secundaria,Asociado de Ventas Junior,0,26000.0
45,Hombre,Doctorado,Cientifico de Datos,19,190000.0
30,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,3,49000.0
37,Mujer,Titulo de Maestria,bbb,12,125000.0
28,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,2,36000.0
38,Hombre,Titulo de Licenciatura,Gerente de Operaciones,0,119000.0
34,Hombre,Titulo de Licenciatura,Otro,8,101000.0
38,Hombre,Otro,Gerente de Operaciones,11,119000.0
34,Otro,Titulo de Licenciatura,Gerente de Operaciones,8,101000.0
28,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,0,36000.0
41,Mujer,Titulo de Maestria,Coordinador de Marketing,0,131000.0
35,Mujer,Titulo de Licenciatura,Otro,8,92000.0
51,Hombre,Doctorado,Otro,24,240000.0
44,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,0,152000.0
44,Hombre,Otro,Cientifico de Datos,18,182000.0
45,Hombre,Otro,Cientifico de Datos,19,190000.0
30,Mujer,Titulo de Maestria,Otro,3,49000.0
35,Mujer,Otro,Gerente de Recursos Humanos,8,92000.0
41,Mujer,Titulo de Maestria,bbb,13,131000.0
27,Hombre,Titulo de Licenciatura,Desarrollador de Software,3,62000.0
42,Mujer,Titulo de Maestria,Gerente de Marketing,0,137000.0
35,Hombre,Doctorado,Cientifico de Datos,0,112000.0
33,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
36,Mujer,Titulo de Licenciatura,Gerente de Operaciones,7,91000.0
43,Hombre,Otro,Otro,17,179000.0
31,Mujer,Titulo de Licenciatura,Ingeniero de Software,5,74000.0
49,Hombre,Titulo de Maestria,Gerente de Marketing,23,228000.0
28,Mujer,Titulo de Licenciatura,Desarrollador de Software Junior,2,37000.0
30,Mujer,Escuela Secundaria,Asociado de Ventas Junior,0,25000.0
45,Hombre,Titulo de Maestria,Gerente de Marketing,20,204000.0
27,Mujer,Titulo de Licenciatura,Desarrollador de Software,3,61000.0
41,Hombre,Doctorado,Cientifico de Datos,15,157000.0
35,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,8,92000.0
26,Hombre,Titulo de Licenciatura,Ingeniero de Software,1,52000.0
30,Mujer,Titulo de Licenciatura,Otro,4,58000.0
48,Hombre,Otro,Otro,22,219000.0
32,Mujer,Titulo de Maestria,Gerente de Marketing,6,77000.0
34,Hombre,Titulo de Licenciatura,Gerente de Operaciones,8,104000.0
31,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
44,Mujer,Doctorado,Cientifico de Datos,18,183000.0
30,Mujer,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Marketing,4,58000.0
45,Hombre,Otro,Gerente de Marketing,20,204000.0
48,Hombre,Doctorado,Cientifico de Datos,22,219000.0
32,Mujer,Titulo de Maestria,Gerente de Marketing,0,77000.0
31,Mujer,Escuela Secundaria,Otro,1,25000.0
44,Mujer,Otro,Cientifico de Datos,18,183000.0
31,Otro,Escuela Secundaria,Asociado de Ventas Junior,1,25000.0
30,Mujer,Otro,Asociado de Ventas Junior,1,25000.0
35,Mujer,Titulo de Maestria,Gerente de Recursos Humanos,0,92000.0
26,Hombre,Titulo de Licenciatura,Ingeniero de Software,0,52000.0
45,Hombre,Titulo de Maestria,Otro,20,204000.0
30,Mujer,Escuela Secundaria,bbb,1,25000.0
41,Hombre,Doctorado,Otro,15,157000.0
35,Mujer,Titulo de Maestria,Otro,8,92000.0
48,Hombre,Doctorado,Cientifico de Datos,0,219000.0
44,Mujer,Doctorado,Cientifico de Datos,0,183000.0
31,Mujer,Titulo de Maestria,Director de Recursos Humanos,6,95000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,2,45000.0
29,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,4,70000.0
35,Hombre,Doctorado,Gerente Senior de Recursos Humanos,10,110000.0
26,Mujer,Escuela Secundaria,Desarrollador Web,1,35000.0
32,Hombre,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,5,60000.0
27,Mujer,Titulo de Maestria,Desarrollador Web,2,50000.0
39,Hombre,Otro,Director de Recursos Humanos,12,120000.0
23,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,1,32000.0
30,Hombre,Titulo de Licenciatura,Desarrollador Web,4,65000.0
26,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,1,35000.0
42,Hombre,Doctorado,Gerente Senior de Recursos Humanos,14,130000.0
34,Mujer,Titulo de Maestria,Director de Recursos Humanos,9,95000.0
28,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,2,43000.0
31,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,4,50000.0
35,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,8,80000.0
26,Hombre,Titulo de Maestria,Desarrollador Web Junior,2,48000.0
40,Mujer,Doctorado,bbb,13,125000.0
34,Hombre,Titulo de Licenciatura,Desarrollador Web,7,85000.0
26,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,2,42000.0
29,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,4,70000.0
25,Mujer,Escuela Secundaria,Coordinador de Recursos Humanos Junior,1,32000.0
33,Hombre,Titulo de Maestria,Desarrollador Web,6,80000.0
27,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,2,42000.0
31,Hombre,Doctorado,Gerente Senior de Recursos Humanos,7,90000.0
24,Hombre,Titulo de Licenciatura,Desarrollador Web Junior,1,40000.0
42,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,12,110000.0
34,Hombre,Titulo de Maestria,Director de Recursos Humanos,10,105000.0
28,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,0,50000.0
33,Hombre,Doctorado,Director de Recursos Humanos,8,95000.0
29,Mujer,Titulo de Licenciatura,Desarrollador Web,3,60000.0
25,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,2,40000.0
26,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,2,55000.0
30,Hombre,Titulo de Licenciatura,Desarrollador Web,5,70000.0
31,Hombre,Titulo de Maestria,Director de Recursos Humanos,7,90000.0
27,Mujer,Titulo de Licenciatura,Desarrollador Web,2,50000.0
26,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,1,32000.0
32,Hombre,Otro,Desarrollador Web,6,80000.0
29,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,70000.0
25,Hombre,Otro,Desarrollador Web,2,45000.0
33,Mujer,Titulo de Licenciatura,Otro,7,65000.0
28,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,3,45000.0
34,Hombre,Doctorado,Director de Recursos Humanos,9,95000.0
30,Mujer,Titulo de Licenciatura,Desarrollador Web,0,65000.0
26,Hombre,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,2,38000.0
42,Mujer,Titulo de Maestria,Gerente Senior de Recursos Humanos,13,125000.0
34,Hombre,Titulo de Maestria,Desarrollador Web,8,90000.0
28,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,2,43000.0
31,Otro,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,5,60000.0
29,Mujer,Titulo de Maestria,Desarrollador Web,3,60000.0
26,Mujer,Titulo de Licenciatura,Desarrollador Web,1,35000.0
32,Hombre,Titulo de Maestria,Director de Recursos Humanos,6,95000.0
27,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Junior,2,42000.0
39,Hombre,Titulo de Maestria,Generalista de Recursos Humanos Senior,11,100000.0
23,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,1,32000.0
30,Otro,Titulo de Licenciatura,Desarrollador Web,4,65000.0
42,Hombre,Doctorado,Director de Recursos Humanos,14,130000.0
28,Hombre,Escuela Secundaria,Desarrollador Web Junior,2,43000.0
29,Hombre,Titulo de Licenciatura,Desarrollador Web,3,60000.0
35,Mujer,Titulo de Maestria,Generalista de Recursos Humanos Senior,0,80000.0
40,Mujer,Doctorado,Director de Recursos Humanos,13,125000.0
26,Mujer,Otro,Generalista de Recursos Humanos Junior,0,42000.0
28,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,3,50000.0
30,Hombre,Titulo de Licenciatura,Otro,5,70000.0
24,Mujer,Otro,Coordinador de Recursos Humanos Junior,1,32000.0
35,Hombre,Otro,Gerente Senior de Recursos Humanos,10,110000.0
32,Hombre,Titulo de Maestria,Desarrollador Web,6,80000.0
25,Hombre,Escuela Secundaria,Desarrollador Web,2,45000.0
33,Mujer,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,7,65000.0
27,Hombre,Titulo de Maestria,Desarrollador Web,2,50000.0
34,Hombre,Doctorado,Director de Recursos Humanos,0,95000.0
30,Mujer,Titulo de Licenciatura,Desarrollador Web,4,65000.0
28,Mujer,Escuela Secundaria,Generalista de Recursos Humanos Junior,0,43000.0
31,Hombre,Titulo de Licenciatura,Generalista de Recursos Humanos Junior,5,60000.0
29,Otro,Titulo de Maestria,Desarrollador Web,3,60000.0
28,Hombre,Escuela Secundaria,bbb,2,43000.0
31,Mujer,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,4,500.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software Junior,1,45000.0
33,Hombre,Titulo de Maestria,Cientifico de Datos Senior,8,120000.0
29,Mujer,Titulo de Licenciatura,Coordinador de Marketing,3,55000.0
31,Hombre,Titulo de Licenciatura,Gerente de Marketing Junior,0,70000.0
38,Mujer,Doctorado,Cientifico Investigador Senior,12,140000.0
25,Hombre,Otro,Asociado de Ventas Junior,1,30000.0
27,Hombre,Titulo de Licenciatura,Analista de Datos Junior,2,50000.0
29,Mujer,Otro,Gerente de Marketing Junior,3,55000.0
35,Hombre,Doctorado,Cientifico Investigador Senior,10,130000.0
26,Mujer,Titulo de Licenciatura,Ingeniero de Software Junior,1,45000.0
25,Hombre,Escuela Secundaria,Asociado de Ventas Junior,1,30000.0
32,Mujer,Titulo de Maestria,Ingeniero de Software Senior,7,100000.0
27,Hombre,Titulo de Licenciatura,Analista de Datos Junior,0,50000.0
29,Mujer,Titulo de Licenciatura,Gerente de Marketing Junior,3,55000.0
31,Hombre,Titulo de Licenciatura,Gerente de Marketing Junior,5,70000.0
29,Mujer,Titulo de Licenciatura,Coordinador de Marketing,0,55000.0
35,Hombre,Doctorado,Cientifico Investigador Senior,0,130000.0
26,Otro,Titulo de Licenciatura,Ingeniero de Software Junior,0,45000.0
26,Mujer,Titulo de Licenciatura,bbb,1,45000.0
29,Mujer,Titulo de Licenciatura,bbb,3,55000.0
29,Mujer,Titulo de Licenciatura,Gerente de Marketing Junior,0,55000.0
33,Hombre,Titulo de Maestria,Otro,8,120000.0
29,Mujer,Titulo de Licenciatura,Coordinador de Marketing,0,55000.0
29,Mujer,Titulo de Licenciatura,Gerente de Marketing Junior,0,55000.0
31,Hombre,Titulo de Licenciatura,Gerente de Marketing Junior,0,70000.0
27,Hombre,Titulo de Licenciatura,Otro,2,50000.0
35,Hombre,Doctorado,Otro,10,130000.0
28,Mujer,Titulo de Licenciatura,Ingeniero de Software Junior,2,48000.0
36,Hombre,Titulo de Maestria,Cientifico de Datos Senior,0,125000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Marketing,0,57000.0
32,Hombre,Titulo de Licenciatura,Gerente de Marketing Junior,6,72000.0
39,Mujer,Doctorado,Cientifico Investigador Senior,13,145000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,0,31000.0
33,Mujer,Titulo de Maestria,Ingeniero de Software Senior,8,105000.0
28,Hombre,Titulo de Licenciatura,Analista de Datos Junior,0,52000.0
30,Otro,Titulo de Licenciatura,Gerente de Marketing Junior,4,57000.0
36,Hombre,Doctorado,Cientifico Investigador Senior,11,135000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software Junior,2,48000.0
34,Hombre,Otro,Cientifico de Datos Senior,9,125000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Marketing,4,57000.0
39,Otro,Doctorado,Cientifico Investigador Senior,13,145000.0
26,Hombre,Escuela Secundaria,Asociado de Ventas Junior,2,31000.0
28,Hombre,Titulo de Licenciatura,Analista de Datos Junior,3,52000.0
30,Mujer,Titulo de Licenciatura,Gerente de Marketing Junior,4,57000.0
36,Hombre,Otro,Cientifico Investigador Senior,11,135000.0
34,Hombre,Titulo de Maestria,Cientifico de Datos Senior,9,125000.0
30,Otro,Titulo de Licenciatura,Coordinador de Marketing,0,57000.0
33,Mujer,Titulo de Maestria,Ingeniero de Software Senior,0,105000.0
32,Hombre,Otro,Gerente de Marketing Junior,6,72000.0
39,Mujer,Doctorado,Otro,13,145000.0
26,Otro,Escuela Secundaria,Asociado de Ventas Junior,0,31000.0
28,Hombre,Titulo de Licenciatura,Otro,3,52000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software Junior,0,48000.0
26,Hombre,Escuela Secundaria,bbb,2,31000.0
30,Mujer,Titulo de Licenciatura,Gerente de Marketing Junior,0,57000.0
36,Hombre,Doctorado,Otro,0,135000.0
33,Mujer,Otro,Ingeniero de Software Senior,8,105000.0
34,Hombre,Titulo de Maestria,Otro,9,125000.0
26,Hombre,Otro,bbb,2,31000.0
30,Otro,Otro,Gerente de Marketing Junior,4,57000.0
30,Otro,Titulo de Licenciatura,Coordinador de Marketing,4,57000.0
26,Hombre,Titulo de Licenciatura,Gerente Senior de Marketing de Producto,5,85000.0
28,Mujer,Titulo de Maestria,Gerente de Marketing,7,110000.0
34,Hombre,Doctorado,Director de Marketing,12,170000.0
24,Mujer,Escuela Secundaria,Asociado de Ventas,1,30000.0
29,Hombre,Titulo de Licenciatura,Gerente de Marketing Digital,6,95000.0
27,Mujer,Titulo de Maestria,Gerente de Marketing de Contenidos,4,80000.0
33,Hombre,Doctorado,Director de Ventas,10,155000.0
21,Mujer,Escuela Secundaria,Representante de Ventas Junior,0,25000.0
36,Hombre,Titulo de Licenciatura,Gerente de Ventas,11,160000.0
25,Mujer,Titulo de Licenciatura,Gerente de Marketing,3,65000.0
28,Otro,Doctorado,Director de Marketing,6,105000.0
31,Hombre,Titulo de Licenciatura,Director de Ventas,9,140000.0
24,Mujer,Otro,Asociado de Ventas,1,30000.0
30,Hombre,Titulo de Maestria,Gerente Financiero,7,120000.0
26,Hombre,Titulo de Licenciatura,Otro,5,85000.0
28,Otro,Titulo de Maestria,Gerente de Marketing,7,110000.0
33,Hombre,Doctorado,bbb,10,155000.0
28,Mujer,Doctorado,Director de Marketing,0,105000.0
27,Otro,Titulo de Maestria,Gerente de Marketing de Contenidos,4,80000.0
28,Mujer,Doctorado,Director de Marketing,6,105000.0
28,Mujer,Titulo de Maestria,Gerente de Marketing,0,110000.0
29,Hombre,Titulo de Licenciatura,Gerente de Marketing Digital,0,95000.0
33,Otro,Doctorado,Director de Ventas,0,155000.0
21,Mujer,Escuela Secundaria,Representante de Ventas Junior,0,25000.0
25,Mujer,Titulo de Licenciatura,bbb,3,65000.0
34,Hombre,Doctorado,Otro,12,170000.0
29,Hombre,Otro,Gerente de Marketing Digital,6,95000.0
27,Mujer,Titulo de Maestria,Otro,4,80000.0
26,Otro,Titulo de Licenciatura,Gerente Senior de Marketing de Producto,0,85000.0
31,Otro,Titulo de Licenciatura,Director de Ventas,9,140000.0
33,Hombre,Doctorado,Director de Ventas,0,155000.0
21,Otro,Escuela Secundaria,Representante de Ventas Junior,0,25000.0
28,Mujer,Titulo de Maestria,Otro,7,110000.0
31,Hombre,Titulo de Licenciatura,Otro,9,140000.0
22,Mujer,Escuela Secundaria,Asociado de Ventas,0,25000.0
45,Hombre,Titulo de Licenciatura,Gerente Financiero,21,250000.0
31,Mujer,Titulo de Maestria,Gerente de Marketing de Contenidos,8,120000.0
28,Hombre,Titulo de Licenciatura,Gerente de Marketing Digital,4,80000.0
29,Hombre,Titulo de Licenciatura,Gerente Senior de Marketing de Producto,6,100000.0
35,Mujer,Doctorado,Director de Marketing,12,170000.0
27,Hombre,Escuela Secundaria,Representante de Ventas,3,50000.0
33,Mujer,Titulo de Licenciatura,Gerente de Marketing,9,140000.0
29,Mujer,Titulo de Maestria,Gerente de Marketing de Contenidos,4,80000.0
36,Hombre,Titulo de Licenciatura,Otro,11,160000.0
25,Mujer,Titulo de Licenciatura,Otro,3,65000.0
28,Otro,Otro,Director de Marketing,6,105000.0
33,Otro,Doctorado,Director de Ventas,10,155000.0
28,Mujer,Doctorado,Director de Marketing,0,105000.0
26,Otro,Titulo de Licenciatura,Gerente Senior de Marketing de Producto,5,85000.0
24,Mujer,Escuela Secundaria,Otro,1,30000.0
33,Hombre,Otro,Director de Ventas,10,155000.0
30,Hombre,Titulo de Maestria,Gerente Financiero,0,120000.0
26,Hombre,Titulo de Licenciatura,bbb,5,85000.0
36,Hombre,Titulo de Licenciatura,bbb,11,160000.0
23,Otro,Titulo de Licenciatura,Ingeniero de Software,1,60000.0
39,Mujer,Titulo de Maestria,Gerente de Marketing,12,150000.0
28,Hombre,Otro,Analista Financiero,4,80000.0
31,Mujer,Doctorado,Cientifico Investigador,8,120000.0
35,Hombre,Titulo de Licenciatura,Gerente de Proyectos,10,130000.0
27,Mujer,Titulo de Licenciatura,Diseñador Grafico,2,50000.0
42,Hombre,Titulo de Maestria,Ingeniero de Software Senior,18,180000.0
29,Mujer,Titulo de Licenciatura,Especialista en Marketing Digital,3,60000.0
33,Hombre,Titulo de Licenciatura,Otro,7,110000.0
24,Mujer,Escuela Secundaria,Asociado de Ventas,0,25000.0
30,Hombre,Titulo de Maestria,Analista Financiero,6,100000.0
26,Mujer,Titulo de Licenciatura,Gerente de Redes Sociales,3,55000.0
32,Hombre,Doctorado,Cientifico de Datos,9,140000.0
22,Mujer,Escuela Secundaria,Recepcionista,0,25000.0
37,Hombre,Titulo de Licenciatura,Gerente de Producto,12,150000.0
38,Mujer,Titulo de Maestria,Director de Marketing,14,170000.0
25,Hombre,Titulo de Licenciatura,Ingeniero de Software Junior,1,55000.0
29,Mujer,Titulo de Licenciatura,Coordinador de Marketing,4,65000.0
27,Hombre,Titulo de Licenciatura,Diseñador de Producto,3,60000.0
34,Mujer,Otro,Director de Investigacion,10,150000.0
26,Hombre,Titulo de Licenciatura,Analista de Marketing,2,50000.0
31,Mujer,Otro,Gerente Financiero,7,120000.0
25,Hombre,Titulo de Licenciatura,bbb,1,55000.0
29,Otro,Titulo de Licenciatura,Coordinador de Marketing,4,65000.0
31,Mujer,Titulo de Maestria,Gerente Financiero,7,120000.0
23,Hombre,Titulo de Licenciatura,Ingeniero de Software,1,60000.0
28,Hombre,Titulo de Licenciatura,Analista Financiero,4,80000.0
42,Hombre,Otro,Ingeniero de Software Senior,18,180000.0
27,Hombre,Titulo de Licenciatura,Diseñador de Producto,0,60000.0
34,Mujer,Doctorado,Director de Investigacion,10,150000.0
27,Hombre,Titulo de Licenciatura,bbb,3,60000.0
33,Hombre,Titulo de Licenciatura,Gerente de Marketing,7,110000.0
37,Otro,Titulo de Licenciatura,Gerente de Producto,12,150000.0
27,Hombre,Otro,Diseñador de Producto,3,60000.0
28,Otro,Titulo de Licenciatura,Analista Financiero,0,80000.0
29,Mujer,Titulo de Licenciatura,Otro,3,60000.0
25,Otro,Titulo de Licenciatura,Ingeniero de Software Junior,1,55000.0
28,Otro,Titulo de Licenciatura,Analista Financiero,4,80000.0
35,Hombre,Titulo de Licenciatura,Otro,10,130000.0
27,Mujer,Otro,Diseñador Grafico,2,50000.0
33,Hombre,Titulo de Licenciatura,bbb,0,110000.0
28,Hombre,Titulo de Licenciatura,Ingeniero de Software,3,85000.0
36,Otro,Titulo de Maestria,Director de Marketing,11,160000.0
29,Mujer,Doctorado,bbb,5,100000.0
33,Hombre,Titulo de Licenciatura,Gerente de Proyectos,8,120000.0
43,Hombre,Titulo de Maestria,Ingeniero de Software Senior,19,185000.0
30,Mujer,Titulo de Licenciatura,Especialista en Marketing Digital,4,65000.0
34,Otro,Titulo de Licenciatura,Gerente de Marketing,9,130000.0
25,Mujer,Escuela Secundaria,Asociado de Ventas,0,25000.0
31,Hombre,Titulo de Maestria,Analista Financiero,6,100000.0
27,Mujer,Titulo de Licenciatura,Gerente de Redes Sociales,3,55000.0
33,Hombre,Doctorado,Cientifico Investigador,10,150000.0
23,Mujer,Otro,Recepcionista,0,25000.0
38,Hombre,Titulo de Licenciatura,Gerente de Producto,13,160000.0
39,Mujer,Titulo de Maestria,Gerente de Marketing,14,170000.0
26,Hombre,Titulo de Licenciatura,Ingeniero de Software Junior,1,55000.0
30,Mujer,Titulo de Licenciatura,Coordinador de Marketing,4,65000.0
28,Hombre,Titulo de Licenciatura,Diseñador de Producto,3,60000.0
35,Mujer,Doctorado,Director de Investigacion,11,160000.0
32,Otro,Titulo de Maestria,Gerente Financiero,8,120000.0
35,Mujer,Doctorado,Director de Investigacion,0,160000.0
27,Hombre,Titulo de Licenciatura,Analista de Marketing,0,50000.0
32,Mujer,Titulo de Maestria,Gerente Financiero,8,120000.0
36,Mujer,Titulo de Maestria,bbb,11,160000.0
25,Hombre,Titulo de Licenciatura,Analista Financiero,1,55000.0
29,Mujer,Doctorado,Cientifico de Datos,5,100000.0
34,Hombre,Titulo de Licenciatura,Gerente de Marketing,9,130000.0
27,Hombre,Titulo de Licenciatura,Analista de Marketing,2,50000.0
28,Hombre,Titulo de Licenciatura,bbb,3,85000.0
36,Mujer,Titulo de Maestria,Director de Marketing,11,160000.0
27,Mujer,Titulo de Licenciatura,Diseñador Grafico,0,50000.0
39,Mujer,Titulo de Maestria,Gerente de Marketing,0,170000.0
26,Otro,Titulo de Licenciatura,Ingeniero de Software Junior,1,55000.0
27,Hombre,Titulo de Licenciatura,Analista de Marketing,0,50000.0
28,Otro,Titulo de Licenciatura,Ingeniero de Software,3,85000.0
23,Mujer,Escuela Secundaria,Recepcionista,0,25000.0
28,Hombre,Titulo de Licenciatura,Otro,3,60000.0
28,Hombre,Titulo de Licenciatura,Otro,3,85000.0
27,Mujer,Otro,Gerente de Redes Sociales,3,55000.0
33,Otro,Doctorado,Cientifico Investigador,10,150000.0
27,Hombre,Titulo de Licenciatura,Ingeniero de Software,3,85000.0
35,Mujer,Titulo de Maestria,Director de Marketing,11,160000.0
24,Hombre,Titulo de Licenciatura,Analista Financiero,1,55000.0
28,Mujer,Doctorado,Cientifico de Datos,5,100000.0
32,Hombre,Titulo de Licenciatura,Gerente de Proyectos,8,120000.0
26,Mujer,Titulo de Licenciatura,Diseñador Grafico,2,50000.0
41,Hombre,Titulo de Maestria,Ingeniero de Software Senior,19,185000.0
29,Mujer,Titulo de Licenciatura,Especialista en Marketing Digital,4,65000.0
