Age,Gender,Education Level,Job Title,Years of Experience,Salary
28.0,Male,Master's,Product Manager,3.0,130000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0
25.0,Female,Master's,Data Analyst,1.0,
33.0,Male,PhD,Data Scientist,8.0,
31.0,Female,Bachelor's,Software Engineer,6.0,
,Male,Master's,,3.0,130000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0
33.0,Male,PhD,Data Scientist,8.0,
31.0,Female,Bachelor's,Software Engineer,,155000.0
28.0,Male,Master's,Product Manager,3.0,
30.0,Female,,Data Analyst,5.0,145000.0
27.0,Male,PhD,Data Scientist,2.0,
29.0,Female,Bachelor's,,4.0,140000.0
34.0,Male,Bachelor's,Product Manager,9.0,
25.0,Female,Master's,Data Analyst,1.0,100000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0
28.0,Male,Master's,Product Manager,3.0,130000.0
,Female,Bachelor's,Data Analyst,5.0,145000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0
29.0,Female,Bachelor's,Software Engineer,4.0,
34.0,Male,Bachelor's,Product Manager,9.0,
26.0,Male,Bachelor's,Data Analyst,3.0,
29.0,Female,Master's,Data Scientist,,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
24.0,Male,Bachelor's,,1.0,90000.0
31.0,Female,Master's,Data Scientist,9.0,195000.0
28.0,Male,Bachelor's,Software Engineer,,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,,Data Scientist,7.0,185000.0
27.0,Male,,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
23.0,Male,Bachelor's,Data Analyst,bbb,95000.0
32.0,Female,PhD,Data Scientist,10.0,193000.0
29.0,Male,,Software Engineer,6.0,175000.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
31.0,Female,Master's,Data Scientist,6.0,
28.0,Male,Bachelor's,Software Engineer,,160000.0
33.0,Female,,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
30.0,Female,PhD,Data Scientist,bbb,
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
25.0,Male,,Data Analyst,2.0,110000.0
29.0,Female,Master's,,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Female,Bachelor's,Product Manager,4.0,
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
33.0,Male,Master's,Product Manager,11.0,198000.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0
27.0,,Bachelor's,Software Engineer,4.0,140000.0
34.0,Male,Master's,Product Manager,12.0,196000.0
,Female,Bachelor's,Data Analyst,2.0,110000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
33.0,Female,Master's,,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
27.0,Female,,Product Manager,4.0,150000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,,,Software Engineer,4.0,140000.0
34.0,Female,Master's,,12.0,196000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,,Bachelor's,Data Analyst,,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,bbb,4.0,140000.0
,Female,,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Male,Bachelor's,Data Analyst,2.0,125000.0
28.0,Female,Master's,Data Scientist,6.0,175000.0
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0
31.0,Male,Master's,Data Scientist,9.0,195000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0
,Female,PhD,Data Scientist,10.0,193000.0
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0
31.0,Female,,,6.0,180000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,,1.0,90000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
,,Master's,Product Manager,12.0,
25.0,Male,,Data Analyst,2.0,115000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
33.0,Male,Master's,Product Manager,11.0,198000.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0
34.0,,Master's,Product Manager,12.0,196000.0
,Female,,Data Analyst,2.0,110000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
29.0,Female,,Data Scientist,6.0,180000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,,,1.0,90000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,,Bachelor's,Software Engineer,bbb,
26.0,Male,Bachelor's,Data Analyst,,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Female,Master's,Data Scientist,4.0,150000.0
32.0,Male,Bachelor's,Software Engineer,8.0,
24.0,Female,Bachelor's,Product Manager,3.0,125000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
31.0,,Master's,Data Scientist,7.0,180000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0
33.0,Female,Master's,Product Manager,10.0,195000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
30.0,Female,PhD,Data Scientist,6.0,170000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
,Female,Master's,Product Manager,11.0,196000.0
23.0,Male,Bachelor's,Data Analyst,1.0,92000.0
32.0,Female,PhD,Data Scientist,9.0,195000.0
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0
30.0,Female,Bachelor's,Product Manager,,
26.0,,Bachelor's,Data Analyst,3.0,135000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0
28.0,Male,Bachelor's,Software Engineer,5.0,165000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
33.0,Male,Master's,Product Manager,11.0,198000.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0
30.0,,PhD,Data Scientist,7.0,185000.0
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0
34.0,Male,Master's,Product Manager,12.0,
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
32.0,,Bachelor's,Software Engineer,8.0,190000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
,Male,Bachelor's,Data Analyst,1.0,90000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0
,Male,Bachelor's,Software Engineer,5.0,160000.0
27.0,Female,Bachelor's,,4.0,150000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,
,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,
28.0,,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,bbb,
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,,Software Engineer,8.0,
33.0,Female,Master's,,11.0,
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
25.0,Male,,Data Analyst,3.0,135000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
24.0,Male,Bachelor's,,1.0,95000.0
33.0,Female,Master's,Product Manager,11.0,196000.0
27.0,Male,Bachelor's,,4.0,140000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Female,Bachelor's,Data Analyst,3.0,
30.0,Male,PhD,Data Scientist,7.0,185000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
33.0,Male,Master's,Product Manager,11.0,198000.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0
28.0,Male,Bachelor's,Software Engineer,5.0,165000.0
,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
24.0,Male,Bachelor's,Data Analyst,1.0,92000.0
28.0,,Bachelor's,Software Engineer,,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,
32.0,Male,Bachelor's,,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,bbb,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,bbb,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,bbb,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,bbb,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,,4.0,140000.0
,Female,Bachelor's,Data Analyst,2.0,110000.0
,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,bbb,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,,130000.0
29.0,Female,Master's,Data Scientist,6.0,
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
,Female,Master's,Product Manager,11.0,198000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
,Male,Bachelor's,Data Analyst,9.0,195000.0
28.0,,Bachelor's,Software Engineer,5.0,
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
29.0,Female,Master's,,6.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
